,0,1,2,3,4,5,6,7,8,9,10
4623,Clinkz,Mirana,Venomancer,Templar Assassin,Chaos Knight,Bounty Hunter,Viper,Necrolyte,Dragon Knight,Treant Protector,2
4624,Windrunner,Pudge,Axe,Wisp,Invoker,Dragon Knight,Faceless Void,Juggernaut,Luna,Outworld Devourer,2
4625,Vengeful Spirit,Shadow Demon,Pudge,Juggernaut,Clockwerk,Lina,Rubick,Storm Spirit,Dragon Knight,Night Stalker,1
4626,Lion,Skeleton King,Kunkka,Mirana,Nature's Prophet,Clockwerk,Rubick,Pudge,Juggernaut,Treant Protector,1
4627,Chaos Knight,Lina,Kunkka,Sven,Outworld Devourer,Gyrocopter,Tiny,Ursa,Queen of Pain,Dark Seer,2
4628,Necrolyte,Doom,Pudge,Crystal Maiden,Disruptor,Mirana,Alchemist,Batrider,Invoker,Shadow Fiend,2
4629,Magnus,Dazzle,Disruptor,Anti-Mage,Skeleton King,Faceless Void,Pudge,Rubick,Shadow Demon,Windrunner,2
4630,Storm Spirit,Disruptor,Phantom Lancer,Nyx Assassin,Lion,Bloodseeker,Centaur Warrunner,Spectre,Dark Seer,Dazzle,1
4631,Windrunner,Sand King,Storm Spirit,Vengeful Spirit,Juggernaut,Wisp,Silencer,Nature's Prophet,Axe,Sniper,1
4632,Windrunner,Riki,Batrider,Warlock,Chaos Knight,Pudge,Phantom Lancer,Bane,Silencer,Nyx Assassin,2
4633,Nyx Assassin,Anti-Mage,Lich,Undying,Batrider,Spectre,Tinker,Pugna,Disruptor,Lion,1
4634,Sand King,Sniper,Morphling,Tinker,Enchantress,Lich,Treant Protector,Chaos Knight,Batrider,Puck,2
4635,Visage,Medusa,Wisp,Dark Seer,Lifestealer,Windrunner,Vengeful Spirit,Slark,Invoker,Axe,2
4636,Lina,Huskar,Medusa,Lone Druid,Warlock,Shadow Fiend,Templar Assassin,Wisp,Treant Protector,Viper,2
4637,Pugna,Outworld Devourer,Chen,Spectre,Viper,Sniper,Tiny,Morphling,Vengeful Spirit,Shadow Demon,1
4638,Shadow Demon,Dark Seer,Morphling,Shadow Fiend,Nature's Prophet,Necrolyte,Lina,Magnus,Puck,Sniper,1
4639,Luna,Windrunner,Axe,Earthshaker,Invoker,Rubick,Meepo,Gyrocopter,Shadow Shaman,Kunkka,1
4640,Brewmaster,Shadow Demon,Weaver,Night Stalker,Rubick,Beastmaster,Sven,Lone Druid,Shadow Shaman,Dark Seer,2
4641,Pudge,Faceless Void,Beastmaster,Rubick,Shadow Fiend,Sven,Ancient Apparition,Centaur Warrunner,Queen of Pain,Viper,1
4642,Dark Seer,Templar Assassin,Nature's Prophet,Ursa,Lich,Queen of Pain,Razor,Keeper of the Light,Disruptor,Phantom Assassin,2
4643,Brewmaster,Juggernaut,Ogre Magi,Windrunner,Bane,Dragon Knight,Lich,Storm Spirit,Wisp,Vengeful Spirit,1
4644,Lina,Chen,Anti-Mage,Clockwerk,Pudge,Lifestealer,Invoker,Treant Protector,Ogre Magi,Witch Doctor,2
4645,Keeper of the Light,Bane,Wisp,Slark,Drow Ranger,Spirit Breaker,Dragon Knight,Venomancer,Outworld Devourer,Axe,1
4646,Lone Druid,Nyx Assassin,Enchantress,Anti-Mage,Kunkka,Crystal Maiden,Troll Warlord,Batrider,Drow Ranger,Bounty Hunter,2
4647,Luna,Windrunner,Shadow Demon,Rubick,Axe,Juggernaut,Anti-Mage,Mirana,Pudge,Lina,2
4648,Nature's Prophet,Anti-Mage,Kunkka,Crystal Maiden,Puck,Pudge,Sniper,Ancient Apparition,Weaver,Batrider,2
4649,Phantom Assassin,Alchemist,Vengeful Spirit,Chaos Knight,Huskar,Storm Spirit,Mirana,Dark Seer,Drow Ranger,Jakiro,1
4650,Troll Warlord,Brewmaster,Chaos Knight,Keeper of the Light,Warlock,Witch Doctor,Nature's Prophet,Gyrocopter,Necrolyte,Lion,1
4651,Luna,Pudge,Axe,Batrider,Warlock,Tidehunter,Beastmaster,Juggernaut,Night Stalker,Slark,1
4652,Leshrac,Weaver,Dark Seer,Jakiro,Shadow Demon,Queen of Pain,Doom,Nyx Assassin,Medusa,Timbersaw,1
4653,Gyrocopter,Shadow Shaman,Alchemist,Nature's Prophet,Nyx Assassin,Axe,Rubick,Invoker,Spirit Breaker,Lifestealer,1
4654,Slark,Queen of Pain,Invoker,Earthshaker,Silencer,Bounty Hunter,Troll Warlord,Pudge,Disruptor,Jakiro,2
4655,Weaver,Lifestealer,Chen,Brewmaster,Pudge,Centaur Warrunner,Bane,Juggernaut,Invoker,Troll Warlord,2
4656,Pudge,Silencer,Skeleton King,Earthshaker,Dragon Knight,Bane,Doom,Warlock,Ogre Magi,Dark Seer,1
4657,Faceless Void,Axe,Queen of Pain,Shadow Shaman,Batrider,Sand King,Shadow Fiend,Disruptor,Tidehunter,Anti-Mage,1
4658,Doom,Kunkka,Troll Warlord,Enigma,Puck,Visage,Sniper,Witch Doctor,Omniknight,Lina,2
4659,Lina,Chaos Knight,Lifestealer,Leshrac,Puck,Shadow Fiend,Jakiro,Undying,Spectre,Centaur Warrunner,2
4660,Anti-Mage,Treant Protector,Bane,Razor,Slardar,Troll Warlord,Windrunner,Undying,Kunkka,Lion,2
4661,Tinker,Kunkka,Visage,Slardar,Death Prophet,Magnus,Dark Seer,Huskar,Earthshaker,Lone Druid,1
4662,Sniper,Mirana,Morphling,Puck,Keeper of the Light,Earthshaker,Windrunner,Enigma,Huskar,Luna,2
4663,Disruptor,Visage,Shadow Shaman,Lifestealer,Puck,Lone Druid,Bounty Hunter,Beastmaster,Luna,Lion,1
4664,Beastmaster,Weaver,Timbersaw,Jakiro,Shadow Fiend,Lone Druid,Sven,Invoker,Broodmother,Leshrac,1
4665,Tiny,Naga Siren,Lion,Storm Spirit,Night Stalker,Ogre Magi,Gyrocopter,Queen of Pain,Chen,Shadow Demon,2
4666,Invoker,Queen of Pain,Clinkz,Alchemist,Sven,Lifestealer,Wisp,Spirit Breaker,Nyx Assassin,Phantom Assassin,2
4667,Meepo,Pudge,Mirana,Templar Assassin,Batrider,Tiny,Nyx Assassin,Viper,Sand King,Lina,1
4668,Templar Assassin,Rubick,Lycanthrope,Death Prophet,Shadow Shaman,Spectre,Pudge,Bounty Hunter,Enchantress,Shadow Demon,2
4669,Sven,Ogre Magi,Magnus,Windrunner,Huskar,Keeper of the Light,Ursa,Invoker,Lion,Phantom Lancer,2
4670,Templar Assassin,Puck,Shadow Demon,Earthshaker,Invoker,Alchemist,Lone Druid,Pudge,Axe,Venomancer,2
4671,Tiny,Keeper of the Light,Faceless Void,Invoker,Queen of Pain,Gyrocopter,Weaver,Shadow Fiend,Batrider,Shadow Demon,1
4672,Shadow Demon,Queen of Pain,Lifestealer,Morphling,Clockwerk,Tidehunter,Rubick,Gyrocopter,Jakiro,Sven,2
4673,Centaur Warrunner,Death Prophet,Weaver,Clockwerk,Rubick,Enigma,Templar Assassin,Necrolyte,Witch Doctor,Slark,2
4674,Dazzle,Phantom Lancer,Puck,Slark,Pudge,Nyx Assassin,Doom,Lone Druid,Warlock,Visage,1
4675,Omniknight,Warlock,Lich,Medusa,Lion,Storm Spirit,Dragon Knight,Nature's Prophet,Shadow Demon,Troll Warlord,2
4676,Phantom Assassin,Invoker,Death Prophet,Nature's Prophet,Venomancer,Windrunner,Broodmother,Enigma,Bounty Hunter,Puck,1
4677,Storm Spirit,Lich,Weaver,Troll Warlord,Tidehunter,Viper,Silencer,Gyrocopter,Chaos Knight,Pudge,2
4678,Venomancer,Riki,Axe,Pugna,Bloodseeker,Witch Doctor,Dragon Knight,Windrunner,Leshrac,Tidehunter,2
4679,Tidehunter,Doom,Tinker,Dazzle,Razor,Storm Spirit,Rubick,Lifestealer,Mirana,Broodmother,1
4680,Lion,Shadow Demon,Phantom Assassin,Queen of Pain,Sand King,Timbersaw,Storm Spirit,Pudge,Phantom Lancer,Keeper of the Light,2
4681,Sven,Silencer,Medusa,Phantom Lancer,Treant Protector,Mirana,Doom,Beastmaster,Witch Doctor,Lifestealer,2
4682,Centaur Warrunner,Outworld Devourer,Faceless Void,Disruptor,Ancient Apparition,Pudge,Clinkz,Lina,Tidehunter,Skeleton King,1
4683,Storm Spirit,Tidehunter,Nature's Prophet,Chen,Broodmother,Lifestealer,Bounty Hunter,Shadow Demon,Rubick,Ancient Apparition,1
4684,Clockwerk,Rubick,Nyx Assassin,Disruptor,Shadow Fiend,Queen of Pain,Mirana,Vengeful Spirit,Pudge,Lifestealer,2
4685,Viper,Troll Warlord,Storm Spirit,Rubick,Ancient Apparition,Lone Druid,Brewmaster,Earthshaker,Alchemist,Ogre Magi,2
4686,Phantom Lancer,Warlock,Meepo,Keeper of the Light,Viper,Juggernaut,Ogre Magi,Invoker,Zeus,Mirana,2
4687,Puck,Bounty Hunter,Lycanthrope,Warlock,Medusa,Rubick,Sniper,Skeleton King,Keeper of the Light,Pugna,2
4688,Doom,Shadow Fiend,Troll Warlord,Earthshaker,Windrunner,Juggernaut,Spirit Breaker,Pudge,Lion,Tinker,2
4689,Chen,Shadow Shaman,Magnus,Keeper of the Light,Centaur Warrunner,Death Prophet,Vengeful Spirit,Tidehunter,Lone Druid,Lina,2
4690,Phantom Lancer,Tidehunter,Necrolyte,Razor,Lifestealer,Keeper of the Light,Clockwerk,Luna,Pudge,Beastmaster,2
4691,Undying,Alchemist,Shadow Shaman,Dazzle,Clockwerk,Templar Assassin,Juggernaut,Zeus,Shadow Demon,Anti-Mage,1
4692,Shadow Shaman,Tiny,Outworld Devourer,Centaur Warrunner,Leshrac,Morphling,Rubick,Chen,Storm Spirit,Slardar,1
4693,Sven,Vengeful Spirit,Clinkz,Rubick,Wisp,Spirit Breaker,Batrider,Windrunner,Shadow Fiend,Centaur Warrunner,1
4694,Nature's Prophet,Mirana,Bloodseeker,Timbersaw,Windrunner,Venomancer,Storm Spirit,Juggernaut,Necrolyte,Enchantress,1
4695,Skeleton King,Rubick,Lifestealer,Sand King,Puck,Nature's Prophet,Shadow Fiend,Visage,Crystal Maiden,Alchemist,2
4696,Pudge,Bounty Hunter,Storm Spirit,Enigma,Rubick,Sand King,Viper,Drow Ranger,Chen,Windrunner,2
4697,Windrunner,Shadow Shaman,Weaver,Nature's Prophet,Nyx Assassin,Slark,Earthshaker,Clinkz,Templar Assassin,Venomancer,1
4698,Night Stalker,Wisp,Bounty Hunter,Rubick,Lifestealer,Shadow Demon,Tidehunter,Luna,Jakiro,Nyx Assassin,2
4699,Chaos Knight,Slark,Windrunner,Lich,Pudge,Broodmother,Invoker,Lifestealer,Crystal Maiden,Sven,1
4700,Clockwerk,Lifestealer,Windrunner,Queen of Pain,Shadow Demon,Rubick,Slardar,Treant Protector,Axe,Storm Spirit,2
4701,Enchantress,Leshrac,Kunkka,Phantom Lancer,Pudge,Keeper of the Light,Brewmaster,Ancient Apparition,Invoker,Riki,2
4702,Tidehunter,Brewmaster,Phantom Assassin,Witch Doctor,Gyrocopter,Shadow Demon,Nyx Assassin,Nature's Prophet,Lifestealer,Magnus,2
4703,Shadow Shaman,Riki,Huskar,Jakiro,Shadow Fiend,Pudge,Tidehunter,Dragon Knight,Invoker,Meepo,1
4704,Visage,Weaver,Windrunner,Slark,Centaur Warrunner,Shadow Fiend,Ancient Apparition,Warlock,Axe,Disruptor,2
4705,Invoker,Juggernaut,Tidehunter,Shadow Demon,Jakiro,Nyx Assassin,Faceless Void,Batrider,Dazzle,Undying,1
4706,Shadow Fiend,Venomancer,Necrolyte,Skeleton King,Nature's Prophet,Juggernaut,Lina,Rubick,Dragon Knight,Nyx Assassin,1
4707,Nature's Prophet,Gyrocopter,Invoker,Tiny,Spirit Breaker,Drow Ranger,Lone Druid,Sand King,Brewmaster,Omniknight,1
4708,Storm Spirit,Axe,Nature's Prophet,Pudge,Anti-Mage,Batrider,Sven,Magnus,Windrunner,Tiny,1
4709,Phantom Lancer,Templar Assassin,Morphling,Riki,Lich,Puck,Magnus,Outworld Devourer,Disruptor,Razor,1
4710,Centaur Warrunner,Enigma,Tiny,Keeper of the Light,Naga Siren,Axe,Witch Doctor,Dark Seer,Night Stalker,Mirana,2
4711,Juggernaut,Pudge,Chen,Dark Seer,Lion,Faceless Void,Kunkka,Shadow Shaman,Shadow Fiend,Sven,2
4712,Storm Spirit,Spectre,Slark,Bounty Hunter,Witch Doctor,Dark Seer,Troll Warlord,Drow Ranger,Zeus,Dazzle,1
4713,Nyx Assassin,Viper,Naga Siren,Rubick,Ancient Apparition,Lifestealer,Vengeful Spirit,Windrunner,Spirit Breaker,Enchantress,1
4714,Faceless Void,Lina,Windrunner,Tidehunter,Morphling,Doom,Queen of Pain,Meepo,Witch Doctor,Nyx Assassin,1
4715,Sand King,Lycanthrope,Tidehunter,Windrunner,Chaos Knight,Outworld Devourer,Dark Seer,Rubick,Nyx Assassin,Templar Assassin,2
4716,Storm Spirit,Nature's Prophet,Clockwerk,Queen of Pain,Pudge,Lina,Nyx Assassin,Sniper,Crystal Maiden,Slark,2
4717,Batrider,Chen,Doom,Phantom Lancer,Outworld Devourer,Lifestealer,Tinker,Shadow Fiend,Tidehunter,Bounty Hunter,1
4718,Juggernaut,Bounty Hunter,Lina,Enigma,Outworld Devourer,Mirana,Nyx Assassin,Tiny,Witch Doctor,Clinkz,2
4719,Mirana,Nyx Assassin,Dazzle,Earthshaker,Shadow Fiend,Venomancer,Dragon Knight,Beastmaster,Huskar,Nature's Prophet,1
4720,Nature's Prophet,Omniknight,Windrunner,Pudge,Outworld Devourer,Lone Druid,Nyx Assassin,Lifestealer,Gyrocopter,Lina,2
4721,Chen,Lich,Huskar,Slark,Storm Spirit,Clockwerk,Ursa,Puck,Bane,Magnus,2
4722,Outworld Devourer,Nature's Prophet,Axe,Juggernaut,Vengeful Spirit,Undying,Keeper of the Light,Enigma,Shadow Fiend,Centaur Warrunner,2
4723,Bounty Hunter,Tidehunter,Invoker,Lina,Riki,Naga Siren,Keeper of the Light,Undying,Pudge,Lone Druid,2
4724,Phantom Lancer,Dazzle,Crystal Maiden,Templar Assassin,Morphling,Kunkka,Death Prophet,Phantom Assassin,Gyrocopter,Lone Druid,2
4725,Nature's Prophet,Shadow Fiend,Enigma,Phantom Lancer,Enchantress,Pudge,Wisp,Lifestealer,Shadow Demon,Huskar,2
4726,Silencer,Chaos Knight,Ursa,Shadow Fiend,Keeper of the Light,Rubick,Lone Druid,Invoker,Lycanthrope,Nyx Assassin,1
4727,Dragon Knight,Templar Assassin,Windrunner,Faceless Void,Bounty Hunter,Beastmaster,Phantom Lancer,Chen,Puck,Vengeful Spirit,1
4728,Clockwerk,Luna,Chen,Shadow Shaman,Alchemist,Beastmaster,Juggernaut,Wisp,Axe,Earthshaker,2
4729,Lina,Crystal Maiden,Alchemist,Nature's Prophet,Tiny,Mirana,Omniknight,Bloodseeker,Necrolyte,Shadow Demon,1
4730,Nature's Prophet,Mirana,Faceless Void,Rubick,Windrunner,Earthshaker,Tiny,Weaver,Chaos Knight,Jakiro,2
4731,Gyrocopter,Magnus,Weaver,Sand King,Tinker,Keeper of the Light,Viper,Invoker,Alchemist,Enchantress,2
4732,Keeper of the Light,Death Prophet,Outworld Devourer,Tidehunter,Storm Spirit,Timbersaw,Centaur Warrunner,Razor,Puck,Anti-Mage,1
4733,Centaur Warrunner,Weaver,Bane,Warlock,Drow Ranger,Magnus,Mirana,Batrider,Dark Seer,Troll Warlord,1
4734,Dragon Knight,Omniknight,Lone Druid,Bane,Luna,Visage,Naga Siren,Nature's Prophet,Puck,Gyrocopter,1
4735,Earthshaker,Templar Assassin,Jakiro,Tiny,Nyx Assassin,Silencer,Outworld Devourer,Dark Seer,Dragon Knight,Undying,1
4736,Omniknight,Axe,Queen of Pain,Troll Warlord,Dragon Knight,Bounty Hunter,Weaver,Magnus,Tinker,Warlock,2
4737,Phantom Assassin,Zeus,Venomancer,Meepo,Beastmaster,Phantom Lancer,Rubick,Riki,Enchantress,Dragon Knight,1
4738,Timbersaw,Luna,Witch Doctor,Riki,Alchemist,Bounty Hunter,Visage,Tinker,Axe,Anti-Mage,2
4739,Mirana,Enchantress,Alchemist,Pudge,Witch Doctor,Ogre Magi,Weaver,Lina,Rubick,Sven,2
4740,Vengeful Spirit,Windrunner,Drow Ranger,Juggernaut,Alchemist,Gyrocopter,Undying,Shadow Demon,Doom,Lycanthrope,1
4741,Leshrac,Storm Spirit,Kunkka,Slardar,Centaur Warrunner,Outworld Devourer,Enigma,Slark,Sand King,Sven,2
4742,Lycanthrope,Chen,Riki,Meepo,Earthshaker,Sven,Leshrac,Ancient Apparition,Slark,Lich,2
4743,Drow Ranger,Treant Protector,Tinker,Slardar,Vengeful Spirit,Nyx Assassin,Alchemist,Venomancer,Mirana,Invoker,1
4744,Bounty Hunter,Sniper,Chaos Knight,Ogre Magi,Slardar,Venomancer,Centaur Warrunner,Lina,Riki,Zeus,2
4745,Wisp,Brewmaster,Invoker,Shadow Fiend,Lion,Ursa,Queen of Pain,Spectre,Naga Siren,Razor,2
4746,Phantom Assassin,Venomancer,Omniknight,Timbersaw,Sniper,Tinker,Spectre,Skeleton King,Lich,Lina,2
4747,Batrider,Silencer,Tinker,Dazzle,Sven,Shadow Demon,Nature's Prophet,Magnus,Bounty Hunter,Night Stalker,2
4748,Gyrocopter,Faceless Void,Zeus,Earthshaker,Bane,Slardar,Broodmother,Shadow Shaman,Rubick,Silencer,1
4749,Pugna,Pudge,Spectre,Shadow Shaman,Naga Siren,Earthshaker,Dragon Knight,Puck,Nyx Assassin,Sniper,2
4750,Tinker,Bounty Hunter,Rubick,Dragon Knight,Vengeful Spirit,Silencer,Broodmother,Axe,Nyx Assassin,Gyrocopter,1
4751,Windrunner,Earthshaker,Storm Spirit,Rubick,Weaver,Luna,Vengeful Spirit,Kunkka,Doom,Disruptor,2
4752,Venomancer,Puck,Invoker,Nature's Prophet,Anti-Mage,Leshrac,Templar Assassin,Sand King,Ancient Apparition,Troll Warlord,1
4753,Wisp,Juggernaut,Ursa,Necrolyte,Disruptor,Windrunner,Warlock,Luna,Invoker,Shadow Demon,1
4754,Drow Ranger,Magnus,Kunkka,Rubick,Lich,Faceless Void,Lion,Anti-Mage,Axe,Windrunner,1
4755,Shadow Demon,Pudge,Mirana,Zeus,Drow Ranger,Rubick,Invoker,Phantom Assassin,Nature's Prophet,Windrunner,1
4756,Silencer,Rubick,Templar Assassin,Faceless Void,Bounty Hunter,Riki,Huskar,Chaos Knight,Wisp,Keeper of the Light,1
4757,Sven,Shadow Fiend,Pudge,Huskar,Nature's Prophet,Razor,Crystal Maiden,Medusa,Timbersaw,Dragon Knight,2
4758,Keeper of the Light,Puck,Phantom Lancer,Lion,Dark Seer,Phantom Assassin,Silencer,Batrider,Tidehunter,Shadow Demon,2
4759,Templar Assassin,Pudge,Wisp,Lich,Brewmaster,Doom,Luna,Rubick,Queen of Pain,Lone Druid,1
4760,Undying,Ogre Magi,Drow Ranger,Templar Assassin,Rubick,Shadow Fiend,Storm Spirit,Slark,Lone Druid,Puck,1
4761,Nature's Prophet,Tinker,Puck,Tiny,Lich,Pudge,Earthshaker,Invoker,Drow Ranger,Nyx Assassin,2
4762,Puck,Visage,Faceless Void,Lich,Tiny,Lina,Lifestealer,Huskar,Undying,Rubick,2
4763,Phantom Lancer,Earthshaker,Invoker,Pudge,Bounty Hunter,Witch Doctor,Ogre Magi,Lifestealer,Slark,Zeus,2
4764,Weaver,Razor,Dark Seer,Pudge,Drow Ranger,Anti-Mage,Windrunner,Queen of Pain,Shadow Demon,Tidehunter,2
4765,Kunkka,Slark,Windrunner,Lycanthrope,Crystal Maiden,Juggernaut,Mirana,Earthshaker,Lifestealer,Lina,1
4766,Troll Warlord,Weaver,Visage,Vengeful Spirit,Queen of Pain,Batrider,Pudge,Lone Druid,Riki,Dragon Knight,1
4767,Riki,Nyx Assassin,Windrunner,Queen of Pain,Lone Druid,Tidehunter,Ogre Magi,Enchantress,Mirana,Batrider,2
4768,Windrunner,Night Stalker,Wisp,Lycanthrope,Chaos Knight,Sven,Keeper of the Light,Queen of Pain,Witch Doctor,Bane,1
4769,Naga Siren,Leshrac,Lich,Gyrocopter,Anti-Mage,Spectre,Nyx Assassin,Shadow Fiend,Rubick,Broodmother,2
4770,Visage,Magnus,Mirana,Invoker,Windrunner,Bounty Hunter,Crystal Maiden,Razor,Luna,Nature's Prophet,1
4771,Pudge,Batrider,Spirit Breaker,Lich,Nature's Prophet,Mirana,Tinker,Silencer,Gyrocopter,Huskar,1
4772,Brewmaster,Disruptor,Windrunner,Crystal Maiden,Invoker,Shadow Fiend,Shadow Demon,Sand King,Bounty Hunter,Chen,2
4773,Queen of Pain,Shadow Demon,Dragon Knight,Rubick,Nature's Prophet,Nyx Assassin,Huskar,Faceless Void,Invoker,Warlock,2
4774,Faceless Void,Venomancer,Mirana,Lycanthrope,Windrunner,Anti-Mage,Sven,Leshrac,Vengeful Spirit,Queen of Pain,1
4775,Invoker,Outworld Devourer,Windrunner,Axe,Bounty Hunter,Clockwerk,Clinkz,Shadow Shaman,Phantom Lancer,Leshrac,1
4776,Sand King,Lina,Lifestealer,Night Stalker,Necrolyte,Tiny,Templar Assassin,Disruptor,Invoker,Mirana,1
4777,Meepo,Windrunner,Nyx Assassin,Drow Ranger,Templar Assassin,Bounty Hunter,Shadow Fiend,Spectre,Rubick,Nature's Prophet,2
4778,Keeper of the Light,Undying,Razor,Weaver,Nature's Prophet,Dark Seer,Spirit Breaker,Axe,Rubick,Kunkka,1
4779,Wisp,Pudge,Magnus,Chaos Knight,Venomancer,Tiny,Enigma,Gyrocopter,Queen of Pain,Warlock,1
4780,Invoker,Magnus,Drow Ranger,Omniknight,Jakiro,Pudge,Lich,Tiny,Lina,Axe,1
4781,Lifestealer,Puck,Bloodseeker,Silencer,Shadow Fiend,Gyrocopter,Lion,Witch Doctor,Troll Warlord,Faceless Void,2
4782,Slark,Medusa,Outworld Devourer,Shadow Shaman,Huskar,Batrider,Undying,Bounty Hunter,Axe,Drow Ranger,2
4783,Wisp,Axe,Clinkz,Tinker,Chaos Knight,Venomancer,Dark Seer,Drow Ranger,Invoker,Lifestealer,2
4784,Enchantress,Jakiro,Tiny,Bounty Hunter,Sniper,Drow Ranger,Broodmother,Troll Warlord,Disruptor,Outworld Devourer,1
4785,Tiny,Luna,Dragon Knight,Necrolyte,Outworld Devourer,Warlock,Nyx Assassin,Pudge,Nature's Prophet,Axe,2
4786,Enigma,Riki,Mirana,Shadow Fiend,Vengeful Spirit,Omniknight,Warlock,Anti-Mage,Puck,Lone Druid,2
4787,Lion,Spectre,Jakiro,Mirana,Shadow Fiend,Disruptor,Windrunner,Queen of Pain,Chaos Knight,Night Stalker,1
4788,Medusa,Rubick,Axe,Wisp,Spirit Breaker,Ancient Apparition,Slark,Puck,Spectre,Vengeful Spirit,1
4789,Luna,Pudge,Tidehunter,Windrunner,Nature's Prophet,Disruptor,Rubick,Lifestealer,Batrider,Juggernaut,1
4790,Huskar,Lion,Invoker,Phantom Lancer,Bounty Hunter,Lifestealer,Shadow Shaman,Vengeful Spirit,Beastmaster,Dragon Knight,1
4791,Magnus,Riki,Pugna,Queen of Pain,Shadow Demon,Rubick,Lone Druid,Pudge,Faceless Void,Bounty Hunter,1
4792,Nature's Prophet,Anti-Mage,Bloodseeker,Nyx Assassin,Viper,Storm Spirit,Lion,Brewmaster,Troll Warlord,Puck,1
4793,Meepo,Phantom Assassin,Gyrocopter,Sven,Enchantress,Batrider,Tinker,Necrolyte,Sand King,Omniknight,2
4794,Morphling,Storm Spirit,Nyx Assassin,Ogre Magi,Bounty Hunter,Shadow Fiend,Nature's Prophet,Shadow Demon,Zeus,Omniknight,1
4795,Viper,Centaur Warrunner,Phantom Assassin,Rubick,Zeus,Nyx Assassin,Mirana,Magnus,Ursa,Anti-Mage,2
4796,Undying,Lifestealer,Magnus,Pudge,Windrunner,Shadow Fiend,Vengeful Spirit,Centaur Warrunner,Sven,Jakiro,1
4797,Batrider,Shadow Shaman,Timbersaw,Sniper,Axe,Phantom Assassin,Warlock,Gyrocopter,Rubick,Lina,2
4798,Lich,Weaver,Magnus,Outworld Devourer,Faceless Void,Lion,Pugna,Gyrocopter,Phantom Lancer,Pudge,1
4799,Leshrac,Axe,Nyx Assassin,Troll Warlord,Venomancer,Magnus,Tiny,Ancient Apparition,Undying,Necrolyte,2
4800,Slark,Chen,Undying,Invoker,Drow Ranger,Naga Siren,Meepo,Pudge,Leshrac,Vengeful Spirit,1
4801,Shadow Fiend,Invoker,Lina,Sand King,Dazzle,Ogre Magi,Slark,Disruptor,Silencer,Lycanthrope,1
4802,Venomancer,Weaver,Windrunner,Gyrocopter,Pudge,Lifestealer,Enchantress,Juggernaut,Crystal Maiden,Necrolyte,1
4803,Dragon Knight,Mirana,Lina,Pudge,Visage,Venomancer,Necrolyte,Morphling,Slark,Skeleton King,1
4804,Broodmother,Death Prophet,Bane,Dragon Knight,Sand King,Huskar,Shadow Fiend,Magnus,Rubick,Viper,1
4805,Lifestealer,Batrider,Mirana,Leshrac,Drow Ranger,Tidehunter,Sniper,Vengeful Spirit,Death Prophet,Nyx Assassin,1
4806,Sven,Clockwerk,Bane,Tiny,Lycanthrope,Pudge,Venomancer,Kunkka,Queen of Pain,Keeper of the Light,2
4807,Shadow Demon,Axe,Beastmaster,Dark Seer,Phantom Lancer,Templar Assassin,Puck,Windrunner,Rubick,Viper,1
4808,Disruptor,Bounty Hunter,Templar Assassin,Luna,Nature's Prophet,Pudge,Juggernaut,Anti-Mage,Venomancer,Lina,1
4809,Clinkz,Ancient Apparition,Puck,Dark Seer,Slark,Lone Druid,Centaur Warrunner,Batrider,Pudge,Troll Warlord,2
4810,Dazzle,Drow Ranger,Viper,Shadow Demon,Sand King,Zeus,Magnus,Nature's Prophet,Warlock,Riki,1
4811,Lina,Slark,Weaver,Axe,Storm Spirit,Juggernaut,Shadow Shaman,Nature's Prophet,Huskar,Skeleton King,1
4812,Gyrocopter,Dark Seer,Ancient Apparition,Windrunner,Enchantress,Storm Spirit,Skeleton King,Pudge,Invoker,Brewmaster,2
4813,Razor,Sven,Windrunner,Lone Druid,Templar Assassin,Weaver,Bane,Tinker,Spirit Breaker,Lifestealer,2
4814,Broodmother,Lion,Troll Warlord,Shadow Fiend,Anti-Mage,Huskar,Sand King,Morphling,Slark,Juggernaut,1
4815,Magnus,Sand King,Anti-Mage,Pudge,Nyx Assassin,Sniper,Doom,Bounty Hunter,Rubick,Invoker,2
4816,Nature's Prophet,Dazzle,Invoker,Lifestealer,Faceless Void,Morphling,Viper,Shadow Demon,Magnus,Kunkka,1
4817,Axe,Leshrac,Pudge,Sven,Nyx Assassin,Undying,Clinkz,Tiny,Zeus,Drow Ranger,1
4818,Pudge,Nature's Prophet,Disruptor,Tidehunter,Slark,Phantom Assassin,Spirit Breaker,Keeper of the Light,Gyrocopter,Lion,2
4819,Phantom Assassin,Puck,Alchemist,Dragon Knight,Doom,Lich,Night Stalker,Weaver,Leshrac,Clockwerk,2
4820,Lion,Pudge,Lifestealer,Sand King,Treant Protector,Clinkz,Faceless Void,Windrunner,Chen,Crystal Maiden,1
4821,Windrunner,Nyx Assassin,Pudge,Necrolyte,Lifestealer,Nature's Prophet,Omniknight,Drow Ranger,Silencer,Bounty Hunter,1
4822,Nyx Assassin,Invoker,Phantom Assassin,Bloodseeker,Gyrocopter,Centaur Warrunner,Windrunner,Nature's Prophet,Troll Warlord,Templar Assassin,1
4823,Undying,Naga Siren,Lion,Necrolyte,Shadow Demon,Wisp,Phantom Lancer,Clockwerk,Omniknight,Windrunner,1
4824,Nature's Prophet,Bounty Hunter,Wisp,Lifestealer,Gyrocopter,Shadow Shaman,Magnus,Riki,Chen,Pudge,2
